id,type,category,name,asset_category,fileid,posx,posy,posz,anglex,angley,anglez,desc
84,normal;0,normal;0,arrow_fire,assetobject;1,6bfde0a9811b41d4db0c870b99e1617d:100000,0,0,0,0,0,0,ÃèÊö
85,normal;0,normal;0,arrow_reload,assetobject;1,4b4fa47ec6cb27f42ac1055ee51788c4:100000,0,0,0,0,0,0,ÃèÊö
86,normal;0,normal;0,arrow_hit,assetobject;1,df586577bfc84ab4a950b02fab23e17f:100000,0,0,0,0,0,0,ÃèÊö
87,normal;0,normal;0,nailgun_fire,assetobject;1,f898622bda6fbb745871c2de87e34ffe:100000,0,0,0,0,0,0,ÃèÊö
88,normal;0,normal;0,catch,assetobject;1,4ba1bd2610d3bbf4caf6ad845bbcb9b1:100000,0,0,0,0,0,0,ÃèÊö
89,normal;0,normal;0,grenade_pin,assetobject;1,92bdd760d1c843f438b8ad65b0831b06:100000,0,0,0,0,0,0,ÃèÊö
90,normal;0,normal;0,throw,assetobject;1,49abca501a5a77d488a858a932c3c958:100000,0,0,0,0,0,0,ÃèÊö
91,normal;0,normal;0,use_bandage,assetobject;1,9df671a2614b2c143872d82c3701214c:100000,0,0,0,0,0,0,ÃèÊö
92,normal;0,normal;0,hit_wood,assetobject;1,f008cea64e429a443974be24f1123d1c:100000,0,0,0,0,0,0,ÃèÊö
93,normal;0,normal;0,misfire,assetobject;1,07b03a69a808bcb408e8314536ed3257:100000,0,0,0,0,0,0,ÃèÊö
94,normal;0,normal;0,drop_item,assetobject;1,ee2b6a833c825194488b4142e8cbd07a:100000,0,0,0,0,0,0,ÃèÊö
95,normal;0,normal;0,level0.tome,assetobject;1,3346971e644d5d742995bfdec3abecfc:4900000,0,0,0,0,0,0,ÃèÊö
96,normal;0,normal;0,gather,assetobject;1,bbd4eb111420d244182811f484a9ebee:100000,0,0,0,0,0,0,ÃèÊö
97,normal;0,normal;0,bombfire,assetobject;1,c75484ad37e9d384b93bd1305888d836:100000,0,0,0,0,0,0,ÃèÊö
98,normal;0,normal;0,SpiderBite,assetobject;1,d413843f7cf415b4d9ffda1de030fd1e:100000,0,0,0,0,0,0,ÃèÊö
99,normal;0,normal;0,SpiderIdle,assetobject;1,f17e26d4d584de241b8753bf4c7523b6:100000,0,0,0,0,0,0,ÃèÊö
100,normal;0,normal;0,ZombieDeath,assetobject;1,0f33881ff81d26246ac7815f72bb9f04:100000,0,0,0,0,0,0,ÃèÊö
101,normal;0,normal;0,SpiderDeath,assetobject;1,3a60a73d9d94ee244b5df4c737188314:100000,0,0,0,0,0,0,ÃèÊö
102,normal;0,normal;0,ZombieScream,assetobject;1,0103b130af588e4428c30e1a2fd8495d:100000,0,0,0,0,0,0,ÃèÊö
103,normal;0,normal;0,ZombieAttackW,assetobject;1,dd816603b1057ff4688175e82f69fb11:100000,0,0,0,0,0,0,ÃèÊö
104,normal;0,normal;0,ZombieIdleW,assetobject;1,0575eaa5a2ac0b04db9a8bdbc7dd6081:100000,0,0,0,0,0,0,ÃèÊö
105,normal;0,normal;0,buildwood,assetobject;1,afee9f5dbb1308349bec5e7c21691df3:100000,0,0,0,0,0,0,ÃèÊö
106,normal;0,normal;0,HitWoodBuilding,assetobject;1,6c17d3498cc9d5a4783997af1216335d:100000,0,0,0,0,0,0,ÃèÊö
107,normal;0,normal;0,BuildingDisable,assetobject;1,d29060229cf1de84c9b1bbac19eef3cd:100000,0,0,0,0,0,0,ÃèÊö
108,normal;0,normal;0,OpenBox,assetobject;1,88eff2409cee66847b76d40f64dd5c04:100000,0,0,0,0,0,0,ÃèÊö
109,normal;0,normal;0,CloseBox,assetobject;1,bfbd4bfeeb9354347adcb143d0116974:100000,0,0,0,0,0,0,ÃèÊö
110,normal;0,normal;0,level1.tome,assetobject;1,ce3ecfc37a0e10246b085bd760ea064f:4900000,0,0,0,0,0,0,ÃèÊö
111,normal;0,normal;0,ServerListItem,assetobject;1,2572b08b1f9aacb4b9b2d371009562a2:100000,0,0,0,0,0,0,ÃèÊö
112,normal;0,normal;0,StepSound,assetobject;1,3f690fc178bad274bb1b1b2a3332539a:100000,0,0,0,0,0,0,ÃèÊö
0,weapon;1,mesh;1;1,no weapon 1person,assetobject;1,75aa758f1bad7df41b28d8f990ba20d1:100022,0,0,0,0,0,90,ÃèÊö
1,weapon;1,icon;2,knife1 icon,assetobject;1,0b7ee1047d4171d4d8d85f5f3c066a72:175832,0,0,0,0,0,90,ÃèÊö
1,weapon;1,icon;2;1,knife1 sp,assetobject;1,63a200981045be149b3618abb459cbe1:21300042,0,0,0,0,0,90,ÃèÊö
1,weapon;1,sound;3;4,knife1 deploy sound,assetobject;1,e6d9f4f729bbc6a4d82e6ecd5374bfda:100000,0,0,0,0,0,0,ÃèÊö
2,weapon;1,icon;2;1,knife2 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300084,0,0,0,0,90,90,ÃèÊö
3,weapon;1,icon;2,ak47 icon,assetobject;1,0,0,0,0,0,0,0,ÃèÊö
3,weapon;1,icon;2;1,w3 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300022,0,0,0,0,0,0,ÃèÊö
3,weapon;1,sound;3;0,ak47 sound1,assetobject;1,0,0,0,0,0,0,0,ÃèÊö
3,weapon;1,sound;3;1,ak47 sound2,assetobject;1,0,0,0,0,0,0,0,ÃèÊö
4,weapon;1,icon;2,stun grenades,assetobject;1,5ebfa05af44201145af6416f4956946d:180692,0,0,0,0,0,0,ÃèÊö
4,weapon;1,icon;2;1,w4 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300042,0,0,0,0,0,0,ÃèÊö
4,weapon;1,effect;4,w4 effect,assetobject;1,a6f5aa60bb1a7974fa40f1269815a92b:100000,0,0,0,0,0,0,ÃèÊö
6,weapon;1,icon;2;1,w6 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300088,0,0,0,0,0,0,ÃèÊö
6,weapon;1,effect;4,w6 effect,assetobject;1,52167e6603f86f146a05bb7d63390928:100000,0,0,0,0,0,0,ÃèÊö
7,weapon;1,icon;2;1,w7 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300052,0,0,0,0,0,0,ÃèÊö
8,weapon;1,icon;2;1,w8 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300000,0,0,0,0,0,0,ÃèÊö
9,weapon;1,icon;2;1,w9 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300016,0,0,0,0,0,0,ÃèÊö
10,weapon;1,icon;2;1,w10 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300068,0,0,0,0,0,0,ÃèÊö
11,weapon;1,icon;2;1,w11 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300040,0,0,0,0,0,0,ÃèÊö
12,weapon;1,icon;2;1,w12 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300034,0,0,0,0,0,0,ÃèÊö
13,weapon;1,icon;2;1,w13 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300036,0,0,0,0,0,0,ÃèÊö
14,weapon;1,icon;2;1,w14 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300054,0,0,0,0,0,0,ÃèÊö
16,weapon;1,icon;2;1,w16 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300008,0,0,0,0,0,0,ÃèÊö
23,weapon;1,sound;3;0,handgun23_fire,assetobject;1,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,ÃèÊö
23,weapon;1,sound;3;1,handgun23_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
23,weapon;1,sound;3;2,handgun23_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
23,weapon;1,sound;3;3,handgun23_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
23,weapon;1,sound;3;4,handgun23_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
23,weapon;1,icon;2,handgun1 icon,assetobject;1,b06c2233b1089b649980166c612bd34c:137812,0,0,0,0,0,0,ÃèÊö
23,weapon;1,icon;2;1,handgun23 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300036,0,0,0,0,0,0,ÃèÊö
24,weapon;1,icon;2;1,handgun24 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300032,0,0,0,0,0,0,ÃèÊö
24,weapon;1,sound;3;0,handgun24_fire,assetobject;1,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,ÃèÊö
24,weapon;1,sound;3;1,handgun24_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
24,weapon;1,sound;3;2,handgun24_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
24,weapon;1,sound;3;3,handgun24_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
24,weapon;1,sound;3;4,handgun24_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
25,weapon;1,icon;2;1,handgun25 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300040,0,0,0,0,0,0,ÃèÊö
25,weapon;1,sound;3;0,handgun25_fire,assetobject;1,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,ÃèÊö
25,weapon;1,sound;3;1,handgun25_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
25,weapon;1,sound;3;2,handgun25_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
25,weapon;1,sound;3;3,handgun25_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
25,weapon;1,sound;3;4,handgun25_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
26,weapon;1,icon;2;1,handgun26 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300072,0,0,0,0,0,0,ÃèÊö
26,weapon;1,sound;3;0,handgun26_fire,assetobject;1,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,ÃèÊö
26,weapon;1,sound;3;1,handgun26_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
26,weapon;1,sound;3;2,handgun26_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
26,weapon;1,sound;3;3,handgun26_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
26,weapon;1,sound;3;4,handgun26_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
27,weapon;1,icon;2;1,handgun27 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300042,0,0,0,0,0,0,ÃèÊö
27,weapon;1,sound;3;0,handgun23_fire,assetobject;1,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,ÃèÊö
27,weapon;1,sound;3;1,handgun27_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
27,weapon;1,sound;3;2,handgun27_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
27,weapon;1,sound;3;3,handgun27_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
27,weapon;1,sound;3;4,handgun27_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
28,weapon;1,icon;2;1,shotgun1 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300012,0,0,0,0,0,0,ÃèÊö
28,weapon;1,sound;3;0,w28_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
28,weapon;1,sound;3;1,handgun28_reload1,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
28,weapon;1,sound;3;2,handgun28_reload2,assetobject;1,d4dce846e57e0514aa0a7c43d343d2f3:100000,0,0,0,0,0,0,ÃèÊö
28,weapon;1,sound;3;4,w28_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
29,weapon;1,icon;2,ak1 icon,assetobject;1,28555f80766a232428a9e35aff394ad1:111484,0,0,0,0,0,0,ÃèÊö
29,weapon;1,icon;2;1,ak1 sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300022,0,0,0,0,0,0,ÃèÊö
29,weapon;1,sound;3;0,ak1_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
29,weapon;1,sound;3;1,ak1_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
29,weapon;1,sound;3;2,ak1_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
29,weapon;1,sound;3;3,ak1_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
29,weapon;1,sound;3;4,ak1_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
35,weapon;1,icon;2;1,w35 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300072,0,0,0,0,0,0,ÃèÊö
36,weapon;1,icon;2;1,ak36 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300064,0,0,0,0,0,0,ÃèÊö
37,weapon;1,icon;2;1,ak37 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300070,0,0,0,0,0,0,ÃèÊö
38,weapon;1,icon;2;1,w38 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300010,0,0,0,0,0,0,ÃèÊö
39,weapon;1,icon;2;1,w39 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300082,0,0,0,0,0,0,ÃèÊö
40,weapon;1,icon;2;1,w40 sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300076,0,0,0,0,0,0,ÃèÊö
41,weapon;1,icon;2;1,w41sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300044,0,0,0,0,0,0,ÃèÊö
42,weapon;1,icon;2;1,w42sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300086,0,0,0,0,0,0,ÃèÊö
43,weapon;1,icon;2;1,w43sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300080,0,0,0,0,0,0,ÃèÊö
44,weapon;1,icon;2;1,w44sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300032,0,0,0,0,0,0,ÃèÊö
45,weapon;1,icon;2;1,w45sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300012,0,0,0,0,0,0,ÃèÊö
47,weapon;1,icon;2;1,w47sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300030,0,0,0,0,0,0,ÃèÊö
48,weapon;1,icon;2;1,w48sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300014,0,0,0,0,0,0,ÃèÊö
51,weapon;1,icon;2,gg1 icon,assetobject;1,44565461cf8b9ea459bc03fe1a26a091:121228,0,0,0,0,0,0,ÃèÊö
