id,type,category,name,fileid,posx,posy,posz,anglex,angley,anglez,desc
36,normal;0,normal;0,MetalIcon,99eb7bd7032309a4d8088465c7e04178:21300020,0,0,0,0,0,0,0
37,normal;0,normal;0,tempIcon,27a3934fd6b27cf49be96c0f56163e00:21300000,0,0,0,0,0,0,0
38,normal;0,normal;0,run_sd,fdb24e51014fc8342bf15b618cc65555:8300000,0,0,0,0,0,0,0
39,normal;0,normal;0,jumpup_sd,fbddfd1eb0635db408cc5cce3926f0da:8300000,0,0,0,0,0,0,0
40,normal;0,normal;0,jumpground_sd,790911e396a73e54caab7bfe828bd289:100000,0,0,0,0,0,0,0
41,normal;0,normal;0,zombie_idle_sd,967b50fdfb13f8a4088446fbaa7eefc8:100000,0,0,0,0,0,0,0
42,normal;0,normal;0,zombie_attack_sd,1b1252362570ff1469fdb0df583e1a8a:100000,0,0,0,0,0,0,0
43,normal;0,normal;0,z_run_sd,879a9d3709f271c4db002a8a3120707a:8300000,0,0,0,0,0,0,0
44,normal;0,normal;0,zombie_server,73da0717f99e05b4ca45407c26843604:100038,0,0,0,0,0,0,0
45,normal;0,normal;0,viewknife_s,cca80f9427136764fb94a11152265eaa:100024,0,0,0,0,0,0,0
46,normal;0,normal;0,Muzzle,478609f0cbbfd724790437470feba256:175908,0,0,0,0,0,0,0
47,normal;0,normal;0,BloodFXOther,e74036a2fec47604d8d89a76268aaf5d:100000,0,0,0,0,0,0,0
48,normal;0,normal;0,joyPanel,ce27f21eb08c92841886bca6ae8f3ffc:189048,0,0,0,0,0,0,0
49,normal;0,normal;0,impat_wall2,985029ea531ea504d9ebc2e9ac36cd4a:100002,0,0,0,0,0,0,0
50,normal;0,normal;0,fishline,e9d16568bba2df1488deec8ab8f7f85e:100000,0,0,0,0,0,0,0
51,normal;0,normal;0,buoys,242860c34d3308f44a4e0c58f7195019:100000,0,0,0,0,0,0,0
52,normal;0,normal;0,throw_sound1,7fd214084e1c10c43b3c0f1269d7fafb:100000,0,0,0,0,0,0,0
53,normal;0,normal;0,throw_sound2,1d1b8364114289a4eb466191a3239515:100000,0,0,0,0,0,0,0
54,normal;0,normal;0,fish_touch,e6c964f8a45d68442bb365c7bfc5d83e:100000,0,0,0,0,0,0,0
55,normal;0,normal;0,fishing_tension,25d652dccbd2d824e8e2c850412e60ae:100000,0,0,0,0,0,0,0
56,normal;0,normal;0,fishing_cut,7201ceb7354a68b48a2fe54d3b02642d:100000,0,0,0,0,0,0,0
57,normal;0,normal;0,fish_hit,af328621e47e97743ae10a4073625bf7:100000,0,0,0,0,0,0,0
58,normal;0,normal;0,fish_splash,87ed090cf4ddcf341b2919df177af682:100000,0,0,0,0,0,0,0
59,normal;0,normal;0,fish_jump,7d65428b3b6898f40a824fb4a2d0ddba:100000,0,0,0,0,0,0,0
60,normal;0,normal;0,cut_wood,5f45c32634ccfc44b8d97be3fe5e5328:100000,0,0,0,0,0,0,0
61,normal;0,normal;0,cut_wood_sound,79ce112238098d7459820f81bd1e4a24:100000,0,0,0,0,0,0,0
62,normal;0,normal;0,swing,587221073f36e6743a959ecb122a0641:100000,0,0,0,0,0,0,0
63,normal;0,normal;0,pickup_item,58cd2b1a55667b34eb09be87b5888892:100000,0,0,0,0,0,0,0
64,normal;0,normal;0,bagitem,0b7ee1047d4171d4d8d85f5f3c066a72:175832,0,0,0,0,0,0,0
65,normal;0,normal;0,drink_sound,4af02a0acb76e6343982c2cd1ed0e4ba:100000,0,0,0,0,0,0,0
66,normal;0,normal;0,eat_sound,a60acf1a860584e419e3f1fc19a2c7a3:100000,0,0,0,0,0,0,0
67,normal;0,normal;0,Projectiles01,a6f5aa60bb1a7974fa40f1269815a92b:100000,0,0,0,0,0,0,0
68,normal;0,normal;0,engineNormal,fe0ff90131dd99d4491da1c3e5697821:8300000,0,0,0,0,0,0,0
69,normal;0,normal;0,enginePower,ff8bb0607aef780458797ec8856946ca:8300000,0,0,0,0,0,0,0
70,normal;0,normal;0,bagitembg,c6b8c7b9ee3ba374aac38ca74cb0de58:100000,0,0,0,0,0,0,0
71,normal;0,normal;0,chatitem,b01504d37135e5d43b32c0b52db9ec9a:100002,0,0,0,0,0,0,0
72,normal;0,normal;0,clickitem,ab25ab6f7f44b9c498f10a363659fc52:100000,0,0,0,0,0,0,0
73,normal;0,normal;0,Acid,2df474cbe5486a04cb6fb9d7d6c5078c:100000,0,0,0,0,0,0,0
74,normal;0,normal;0,SpiderModel,40427705aa350ed4f8936bc33ee7bd36:100102,0,0,0,0,0,0,0
75,normal;0,normal;0,GhostEffect,c5e52d9cb72ae1d4994ed1ddcde0f799:100012,0,0,0,0,0,0,0
76,normal;0,normal;0,lookover,5a06be7e989173242949d4174753c294:100000,0,0,0,0,0,0,0
77,normal;0,normal;0,clock,61244d245fca2e943a189c863b2da2cc:100000,0,0,0,0,0,0,0
78,normal;0,normal;0,resolve,d8e2dcde8ad76704195d828f93e4c2f7:100000,0,0,0,0,0,0,0
79,normal;0,normal;0,repair,69c1b51c36bac8e4dad2b3169ee24acc:100000,0,0,0,0,0,0,0
80,normal;0,normal;0,click,e206e5c2e5b76dd48b58306fcf73d58b:100000,0,0,0,0,0,0,0
81,normal;0,normal;0,shortcut,c601be2beb499b54b8bcf8fc36407200:100000,0,0,0,0,0,0,0
82,normal;0,normal;0,dryfire_pistol,fdc8a1e9c1c83fe498ccccdec87ceeaa:100000,0,0,0,0,0,0,0
83,normal;0,normal;0,dryfire_rifle,aef73e0a84440fd468778f90ff090f16:100000,0,0,0,0,0,0,0
84,normal;0,normal;0,arrow_fire,6bfde0a9811b41d4db0c870b99e1617d:100000,0,0,0,0,0,0,0
85,normal;0,normal;0,arrow_reload,4b4fa47ec6cb27f42ac1055ee51788c4:100000,0,0,0,0,0,0,0
86,normal;0,normal;0,arrow_hit,df586577bfc84ab4a950b02fab23e17f:100000,0,0,0,0,0,0,0
87,normal;0,normal;0,nailgun_fire,f898622bda6fbb745871c2de87e34ffe:100000,0,0,0,0,0,0,0
88,normal;0,normal;0,catch,4ba1bd2610d3bbf4caf6ad845bbcb9b1:100000,0,0,0,0,0,0,0
89,normal;0,normal;0,grenade_pin,92bdd760d1c843f438b8ad65b0831b06:100000,0,0,0,0,0,0,0
90,normal;0,normal;0,throw,49abca501a5a77d488a858a932c3c958:100000,0,0,0,0,0,0,0
0,weapon;1,mesh;1,no weapon 3person,d3523ade88d6e694a9236c47607e8879:118006,0,0,0,0,0,90,0
0,weapon;1,mesh;1;1,no weapon 1person,75aa758f1bad7df41b28d8f990ba20d1:100022,0,0,0,0,0,90,0
1,weapon;1,mesh;1,knife1 view,d3523ade88d6e694a9236c47607e8879:118006,0,0,0,0,0,90,0
1,weapon;1,icon;2,knife1 icon,0b7ee1047d4171d4d8d85f5f3c066a72:175832,0,0,0,0,0,90,0
1,weapon;1,icon;2;1,knife1 sp,63a200981045be149b3618abb459cbe1:21300042,0,0,0,0,0,90,0
1,weapon;1,mesh;1;1,knife1 world,09dfb76e48059b0418e6c7d4fa02dd59:121640,0,0,0,0,0,90,0
1,weapon;1,sound;3;4,knife1 deploy sound,e6d9f4f729bbc6a4d82e6ecd5374bfda:100000,0,0,0,0,0,0,0
2,weapon;1,mesh;1,Pistol1,1f239ed8c7157de44a446b92d0a9d1ed:117996,0,0,0,0,90,90,0
2,weapon;1,icon;2;1,knife2 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300084,0,0,0,0,90,90,0
3,weapon;1,mesh;1,ak47 mesh,fc08f8a9cee7ce24e81130425b341f6e:112436,0.195,-0.061,0.088,0,90,90,0
3,weapon;1,icon;2,ak47 icon,0,0,0,0,0,0,0,0
3,weapon;1,icon;2;1,w3 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300022,0,0,0,0,0,0,0
3,weapon;1,sound;3;0,ak47 sound1,0,0,0,0,0,0,0,0
3,weapon;1,sound;3;1,ak47 sound2,0,0,0,0,0,0,0,0
4,weapon;1,icon;2,stun grenades,5ebfa05af44201145af6416f4956946d:180692,0,0,0,0,0,0,0
4,weapon;1,icon;2;1,w4 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300042,0,0,0,0,0,0,0
4,weapon;1,effect;4,w4 effect,a6f5aa60bb1a7974fa40f1269815a92b:100000,0,0,0,0,0,0,0
6,weapon;1,icon;2;1,w6 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300088,0,0,0,0,0,0,0
6,weapon;1,effect;4,w6 effect,52167e6603f86f146a05bb7d63390928:100000,0,0,0,0,0,0,0
7,weapon;1,icon;2;1,w7 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300052,0,0,0,0,0,0,0
8,weapon;1,icon;2;1,w8 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300000,0,0,0,0,0,0,0
9,weapon;1,icon;2;1,w9 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300016,0,0,0,0,0,0,0
10,weapon;1,icon;2;1,w10 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300068,0,0,0,0,0,0,0
11,weapon;1,icon;2;1,w11 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300040,0,0,0,0,0,0,0
12,weapon;1,icon;2;1,w12 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300034,0,0,0,0,0,0,0
13,weapon;1,icon;2;1,w13 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300036,0,0,0,0,0,0,0
14,weapon;1,icon;2;1,w14 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300054,0,0,0,0,0,0,0
16,weapon;1,icon;2;1,w16 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300008,0,0,0,0,0,0,0
23,weapon;1,sound;3;0,handgun23_fire,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,0
23,weapon;1,sound;3;1,handgun23_reload1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,0
23,weapon;1,sound;3;2,handgun23_reload2,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,0
23,weapon;1,sound;3;3,handgun23_reload3,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,0
23,weapon;1,sound;3;4,handgun23_deploy,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,0
23,weapon;1,icon;2,handgun1 icon,b06c2233b1089b649980166c612bd34c:137812,0,0,0,0,0,0,0
23,weapon;1,icon;2;1,handgun23 sp,961d2ffa3bf4c1e438a674322767b896:21300044,0,0,0,0,0,0,0
24,weapon;1,icon;2;1,handgun24 sp,961d2ffa3bf4c1e438a674322767b896:21300032,0,0,0,0,0,0,0
25,weapon;1,icon;2;1,handgun25 sp,961d2ffa3bf4c1e438a674322767b896:21300040,0,0,0,0,0,0,0
26,weapon;1,icon;2;1,handgun26 sp,961d2ffa3bf4c1e438a674322767b896:21300072,0,0,0,0,0,0,0
27,weapon;1,icon;2;1,handgun27 sp,961d2ffa3bf4c1e438a674322767b896:21300042,0,0,0,0,0,0,0
28,weapon;1,icon;2;1,shotgun1 sp,961d2ffa3bf4c1e438a674322767b896:21300012,0,0,0,0,0,0,0
28,weapon;1,sound;3;0,w28_shoot,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,0
28,weapon;1,sound;3;1,handgun28_reload1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,0
28,weapon;1,sound;3;2,handgun28_reload2,d4dce846e57e0514aa0a7c43d343d2f3:100000,0,0,0,0,0,0,0
29,weapon;1,icon;2,ak1 icon,28555f80766a232428a9e35aff394ad1:111484,0,0,0,0,0,0,0
29,weapon;1,icon;2;1,ak1 sp,961d2ffa3bf4c1e438a674322767b896:21300022,0,0,0,0,0,0,0
29,weapon;1,sound;3;0,ak1_shoot,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,0
29,weapon;1,sound;3;1,ak1_reload1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,0
29,weapon;1,sound;3;2,ak1_reload2,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,0
29,weapon;1,sound;3;3,ak1_reload3,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,0
29,weapon;1,sound;3;4,ak1_draw,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,0
36,weapon;1,icon;2;1,ak36 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300064,0,0,0,0,0,0,0
37,weapon;1,icon;2;1,ak37 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300070,0,0,0,0,0,0,0
38,weapon;1,icon;2;1,w38 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300010,0,0,0,0,0,0,0
39,weapon;1,icon;2;1,w39 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300082,0,0,0,0,0,0,0
40,weapon;1,icon;2;1,w40 sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300076,0,0,0,0,0,0,0
41,weapon;1,icon;2;1,w41sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300044,0,0,0,0,0,0,0
42,weapon;1,icon;2;1,w42sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300086,0,0,0,0,0,0,0
43,weapon;1,icon;2;1,w43sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300080,0,0,0,0,0,0,0
44,weapon;1,icon;2;1,w44sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300032,0,0,0,0,0,0,0
45,weapon;1,icon;2;1,w45sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300012,0,0,0,0,0,0,0
47,weapon;1,icon;2;1,w47sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300030,0,0,0,0,0,0,0
48,weapon;1,icon;2;1,w48sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300014,0,0,0,0,0,0,0
51,weapon;1,icon;2,gg1 icon,44565461cf8b9ea459bc03fe1a26a091:121228,0,0,0,0,0,0,0
51,weapon;1,icon;2;1,gg1sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300060,0,0,0,0,0,0,0
51,weapon;1,effect;4,w51effect,0143e7ed0e68afe4c80749367f23cc52:184016,0,0,0,0,0,0,0
51,weapon;1,effect;4;1,w51bombeffect,c3d1a845b1e87ea468b51d2c6a2b2d25:100012,0,0,0,0,0,0,0
52,weapon;1,icon;2;1,w52sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300058,0,0,0,0,0,0,0
54,weapon;1,icon;2;1,w54sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300024,0,0,0,0,0,0,0
57,weapon;1,icon;2;1,w57sp,961d2ffa3bf4c1e438a674322767b896:21300080,0,0,0,0,0,0,0
57,weapon;1,sound;3;0,w57fire,f898622bda6fbb745871c2de87e34ffe:100000,0,0,0,0,0,0,0
57,weapon;1,sound;3;1,w57_reload1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,0
57,weapon;1,sound;3;2,w57_reload2,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,0
57,weapon;1,sound;3;3,w57_reload3,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,0
57,weapon;1,sound;3;4,w57_deploy,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,0
64,weapon;1,icon;2;1,w64sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300026,0,0,0,0,0,0,0
65,weapon;1,icon;2,w65 icon,63a200981045be149b3618abb459cbe1:21300104,0,0,0,0,0,0,0
65,weapon;1,icon;2;1,w65sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300048,0,0,0,0,0,0,0
66,weapon;1,icon;2;1,w66sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300062,0,0,0,0,0,0,0
66,weapon;1,effect;4,w66effect,a040b6d5768a6cb42a09a785d6ad18ae:100000,0,0,0,0,0,0,0
67,weapon;1,icon;2;1,w67sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300074,0,0,0,0,0,0,0
67,weapon;1,effect;4,w67effect,ca03f33c9eefb5749afa46202c8256ee:100000,0,0,0,0,0,0,0
69,weapon;1,icon;2;1,w69sp,6d8ba0a095ad6ac40bd1243f6dec5b61:21300066,0,0,0,0,0,0,0
71,weapon;1,icon;2;1,w71sp,961d2ffa3bf4c1e438a674322767b896:21300068,0,0,0,0,0,0,0
72,weapon;1,icon;2;1,w72sp,961d2ffa3bf4c1e438a674322767b896:21300082,0,0,0,0,0,0,0
73,weapon;1,icon;2;1,w73sp,961d2ffa3bf4c1e438a674322767b896:21300070,0,0,0,0,0,0,0
74,weapon;1,icon;2;1,w74sp,961d2ffa3bf4c1e438a674322767b896:21300034,0,0,0,0,0,0,0
75,weapon;1,icon;2;1,w75sp,961d2ffa3bf4c1e438a674322767b896:21300048,0,0,0,0,0,0,0
76,weapon;1,icon;2;1,w76sp,961d2ffa3bf4c1e438a674322767b896:21300026,0,0,0,0,0,0,0
77,weapon;1,icon;2;1,w77sp,961d2ffa3bf4c1e438a674322767b896:21300060,0,0,0,0,0,0,0
78,weapon;1,icon;2;1,w78sp,961d2ffa3bf4c1e438a674322767b896:21300018,0,0,0,0,0,0,0
79,weapon;1,icon;2;1,w79sp,961d2ffa3bf4c1e438a674322767b896:21300030,0,0,0,0,0,0,0
80,weapon;1,icon;2;1,w80sp,961d2ffa3bf4c1e438a674322767b896:21300052,0,0,0,0,0,0,0
81,weapon;1,icon;2;1,w81sp,961d2ffa3bf4c1e438a674322767b896:21300064,0,0,0,0,0,0,0
82,weapon;1,icon;2;1,w82sp,961d2ffa3bf4c1e438a674322767b896:21300076,0,0,0,0,0,0,0
83,weapon;1,icon;2;1,w83sp,961d2ffa3bf4c1e438a674322767b896:21300078,0,0,0,0,0,0,0
84,weapon;1,icon;2;1,w84sp,961d2ffa3bf4c1e438a674322767b896:21300014,0,0,0,0,0,0,0
85,weapon;1,icon;2;1,w85sp,961d2ffa3bf4c1e438a674322767b896:21300062,0,0,0,0,0,0,0
86,weapon;1,icon;2;1,w86sp,961d2ffa3bf4c1e438a674322767b896:21300024,0,0,0,0,0,0,0
87,weapon;1,icon;2;1,w87sp,961d2ffa3bf4c1e438a674322767b896:21300020,0,0,0,0,0,0,0
88,weapon;1,icon;2;1,w88sp,961d2ffa3bf4c1e438a674322767b896:21300006,0,0,0,0,0,0,0
89,weapon;1,icon;2;1,w89sp,961d2ffa3bf4c1e438a674322767b896:21300028,0,0,0,0,0,0,0
90,weapon;1,icon;2;1,w90sp,961d2ffa3bf4c1e438a674322767b896:21300056,0,0,0,0,0,0,0
91,weapon;1,icon;2;1,w91sp,961d2ffa3bf4c1e438a674322767b896:21300074,0,0,0,0,0,0,0
92,weapon;1,icon;2;1,w92sp,961d2ffa3bf4c1e438a674322767b896:21300050,0,0,0,0,0,0,0
93,weapon;1,icon;2;1,w93sp,961d2ffa3bf4c1e438a674322767b896:21300004,0,0,0,0,0,0,0
94,weapon;1,icon;2;1,w94sp,961d2ffa3bf4c1e438a674322767b896:21300054,0,0,0,0,0,0,0
95,weapon;1,icon;2;1,w95sp,961d2ffa3bf4c1e438a674322767b896:21300002,0,0,0,0,0,0,0
96,weapon;1,icon;2;1,w96sp,961d2ffa3bf4c1e438a674322767b896:21300000,0,0,0,0,0,0,0
97,weapon;1,icon;2;1,w97sp,961d2ffa3bf4c1e438a674322767b896:21300016,0,0,0,0,0,0,0
98,weapon;1,icon;2;1,w98sp,961d2ffa3bf4c1e438a674322767b896:21300008,0,0,0,0,0,0,0
99,weapon;1,icon;2;1,w99sp,961d2ffa3bf4c1e438a674322767b896:21300058,0,0,0,0,0,0,0
100,weapon;1,icon;2;1,w100sp,961d2ffa3bf4c1e438a674322767b896:21300066,0,0,0,0,0,0,0
1,armor;2,icon;2;1,cap1,924f4b4e8c9cab440a458383de87ce27:21300032,0,0,0,0,0,0,0
3,armor;2,icon;2;1,moto cap3,924f4b4e8c9cab440a458383de87ce27:21300036,0,0,0,0,0,0,0
4,armor;2,icon;2;1,safe cap3,924f4b4e8c9cab440a458383de87ce27:21300042,0,0,0,0,0,0,0
22,armor;2,icon;2;1,shirt22,924f4b4e8c9cab440a458383de87ce27:21300018,0,0,0,0,0,0,0
23,armor;2,icon;2;1,shirt23,924f4b4e8c9cab440a458383de87ce27:21300004,0,0,0,0,0,0,0
24,armor;2,icon;2;1,shirt24,924f4b4e8c9cab440a458383de87ce27:21300012,0,0,0,0,0,0,0
25,armor;2,icon;2;1,shirt25,924f4b4e8c9cab440a458383de87ce27:21300024,0,0,0,0,0,0,0
26,armor;2,icon;2;1,shirt26,924f4b4e8c9cab440a458383de87ce27:21300006,0,0,0,0,0,0,0
27,armor;2,icon;2;1,shirt27,924f4b4e8c9cab440a458383de87ce27:21300022,0,0,0,0,0,0,0
28,armor;2,icon;2;1,shirt28,924f4b4e8c9cab440a458383de87ce27:21300016,0,0,0,0,0,0,0
29,armor;2,icon;2;1,shirt29,924f4b4e8c9cab440a458383de87ce27:21300000,0,0,0,0,0,0,0
31,armor;2,icon;2;1,shirt31,924f4b4e8c9cab440a458383de87ce27:21300028,0,0,0,0,0,0,0
32,armor;2,icon;2;1,shirt32,924f4b4e8c9cab440a458383de87ce27:21300002,0,0,0,0,0,0,0
46,armor;2,icon;2;1,pants46 icon,924f4b4e8c9cab440a458383de87ce27:21300030,0,0,0,0,0,0,0
48,armor;2,icon;2;1,pants48 icon,924f4b4e8c9cab440a458383de87ce27:21300040,0,0,0,0,0,0,0
51,armor;2,icon;2;1,pants51 icon,924f4b4e8c9cab440a458383de87ce27:21300038,0,0,0,0,0,0,0
60,armor;2,icon;2;1,shoes60 icon,924f4b4e8c9cab440a458383de87ce27:21300050,0,0,0,0,0,0,0
61,armor;2,icon;2;1,shoes61 icon,924f4b4e8c9cab440a458383de87ce27:21300044,0,0,0,0,0,0,0
62,armor;2,icon;2;1,shoes62 icon,924f4b4e8c9cab440a458383de87ce27:21300048,0,0,0,0,0,0,0
65,armor;2,icon;2;1,hat65 icon,924f4b4e8c9cab440a458383de87ce27:21300010,0,0,0,0,0,0,0
69,armor;2,icon;2;1,shoes69 icon,924f4b4e8c9cab440a458383de87ce27:21300046,0,0,0,0,0,0,0
80,armor;2,icon;2;1,hand80 icon,924f4b4e8c9cab440a458383de87ce27:21300034,0,0,0,0,0,0,0
100,armor;2,icon;2;1,bag100 sp,924f4b4e8c9cab440a458383de87ce27:21300008,0,0,0,0,0,0,0
101,armor;2,icon;2;1,bag101 sp,924f4b4e8c9cab440a458383de87ce27:21300020,0,0,0,0,0,0,0
1,Consume;3,mesh;1;1,Consume1Mesh,59dfe7b51577a7d4db452ee2f5dedbcf:100000,0,0,0,0,0,0,0
19,Consume;3,mesh;1;1,Consume19Mesh,c2ff255a4f87e8847b7de2647fec831c:100000,0,0,0,0,0,0,0
24,Consume;3,mesh;1;1,Consume24Mesh,6499ac1611dc1b34cbcececec7f087d9:100000,0,0,0,0,0,0,0
25,Consume;3,mesh;1;1,Consume25Mesh,d6c9cbf51730aaf4c9189df2519bd7ab:100000,0,0,0,0,0,0,0
28,Consume;3,mesh;1;1,Consume28Mesh,1a183f83b982f6c468e99805f8e11496:100000,0,0,0,0,0,0,0
1,Consume;3,icon;2;1,pit icon,b84a5c63a24a74943a8d280025f54579:21300082,0,0,0,0,0,0,0
2,Consume;3,icon;2;1,tomato icon,b84a5c63a24a74943a8d280025f54579:21300014,0,0,0,0,0,0,0
5,Consume;3,icon;2;1,cococale icon,b84a5c63a24a74943a8d280025f54579:21300084,0,0,0,0,0,0,0
